"","link","pdate","art"
"213","https://timesofindia.indiatimes.com/india/after-long-battle-itll-be-another-fight-for-right-to-marry-or-adopt/articleshow/64954252.cms",2018-07-11,"On day two of the Supreme Court hearing on Section 377, I want to feel hopeful but experience tells me I should not be too sure this is the light at the end of the tunnel. Or is it? It is nearly 20 years since we took the first step. It was in 2001 that The Naz Foundation (India) Trust along with our counsel, The Lawyers Collective, filed a petition in the Delhi high court asking for a reading down of this law to exclude consenting adults of the same sex from its purview. The reason we did this is the law is also used to prosecute child sexual abuse (at the time there was no POCSO) and bestiality. A common question is How many gay people get prosecuted under this law? Clearly, not many but it hangs as Damocles’ sword over their heads. It is used by a highly corrupt police force to harass gay men, and the reason they can do this is because many are not out to their families and police play on these fears. This law did not allow for information on HIV prevention to be made available to the community. It’s been a long journey with many ups and downs. The one good thing is many joined us on the way, which ultimately resulted in a very progressive judgment by the Delhi high court in 2009 decriminalising homosexuality. It opened the door for many young people to be open about their sexuality. Unfortunately, there was a setback when a two-judge bench of the Supreme Court set aside the Delhi high court judgment in 2013. This came as a shock to the community because in effect it asked people to go back into the closet. This was not possible for those who took this courageous stand. This was evidenced by the present petition, which has been submitted by five wellknown gay people. There are other petitions too, including from parents of gay people. This shows me there is a definite shift in the way this law is being perceived by society and the importance of having it read down. Today, the government itself responded saying they leave it to the courts to make the decision. This is significant because they have shifted from the previous stand of opposing reading down 377. Ideally, now, the hope is the Supreme Court gives a judgment that respects the existence of the LGBTQ community. This still will not guarantee rights most citizens of the country take for granted, like the right to marry or to adopt. That’s another journey and another fight. I hope the court settles this debate so no one is criminalised based on whom they want to love and live with. Anjali Gopalan is executive director, Naz Foundation (India) Trust"
"214","https://timesofindia.indiatimes.com/india/rte-opens-school-gates-for-68-hiv-positive-kids-in-mp/articleshow/64939041.cms",2018-07-10,"As many as 68 HIV-positive children have got admission in private schools in Madhya Pradesh under RTE — a first for the state and perhaps the country. Officers of the school education department told TOI that they will not reveal the identity of these kids to schools as it was a sensitive issue. In May last year, the Supreme Court had asked all states to include HIV+ kids in disadvantaged category and give them RTE benefits."
"215","https://timesofindia.indiatimes.com/city/thiruvananthapuram/pinarayi-vijayan-gets-award-woos-two-us-institutes-for-healthcare-research/articleshow/64902402.cms",2018-07-08,"The ongoing US visit of chief minister Pinarayi Vijayan and health minister K K Shailaja has paved the way for a likely research collaboration between the state health department and two US health institutions. The delegation held talks with two institutes - Institute of Human Virology (IHV) in Baltimore and the Sidney Kimmel Cancer Center under the Thomas Jefferson University - about a possible collaboration in virology and cancer research. The initial feedback was reportedly positive. On Saturday, IHV felicitated Vijayan and Shailaja on its Baltimore campus for the state's successful handling of the Nipah virus outbreak in Kozhikode. IHV co-founder and renowned researcher Dr Robert Gallo, who was part of the team that identified HIV virus, also handed over mementos to the duo. P 5"
"216","https://timesofindia.indiatimes.com/india/chinese-cancer-warriors-to-get-helping-hand-from-india/articleshow/64925982.cms",2018-07-10,"Days after the release of the Chinese movie ‘Dying to Survive’, based on the real-life story of a leukaemia patient who smuggled cheap anti-cancer drugs from India for people who could not afford expensive western drugs, the two countries have reached an agreement on reduction of tariffs on the import of Indian medicines, particularly cancer drugs, to China. “We believe expansion of imports and slashing of tariffs on anti-cancer medicines will usher in great opportunities for India and other countries in the region,” said Chinese foreign ministry spokesperson Hua Chunying on Monday. Last May, China lifted tariffs on the import of cancer drugs. But the move did not excite the Indian industry because they need licenses and tendering support from government hospitals to sell the drugs in China. This kind of support was not forthcoming until now. It is not clear if the foreign ministry is referring to the decision last May or this is a new development. Other details about the extent of tariff cuts and types of anti-cancer drugs and sources of drugs that would be affected were also not immediately available from official sources.It is possible that Beijing will encourage Indian companies to establish manufacturing of anti-cancer drugs, particularly those that are off patents, in China instead of depending on imports. China has allowed some Indian companies to establish production facilities from medicines to covering other diseases but no licence has been given to them for anticancer drug manufacturing. About 4.3 million people are diagnosed with cancer annually in China, according to a report of the state-run China Central Television. While announcing the agreement, Hua also referred to the film. ‘Dying to Survive’ is based on Lu Yong, a leukaemia patient, was himself inspired by the Oscar-winning film ‘Dallas Buyers Club’, which is also based on a reallife story of an AIDS patient called Ron Woodroof who smuggled unapproved drugs into Texas to treat himself and others. 'Dying to Survive', which was partly shot in Mumbai, opened with a massive $151 million and its total collection by Sunday stood fractionally short of $200 million, according to a popular website tracking movie business. Between 2006 and 2013, Lu helped hundreds of chronic myeloid leukemia patients buy a generic drug produced in India for around 200 yuan ($30) per month, which claims to be as effective as the foreign drug but costs more than 20,000 yuan (over $3,100) each month. However, it is not yet clear from Monday’s announcement whether China has agreed to grant licence to Indian companies to sell cancer drugs in the Chinese market, which could be a major step. Indian companies cannot legally market their drugs in China as it requires a licence from the country’s food and drug administration."
"217","https://timesofindia.indiatimes.com/city/meerut/counselling-centre-for-mental-health-patients-to-be-set-up-at-meerut-dist-hosp/articleshow/64875675.cms",2018-07-06,"Meerut is set to get a district counselling centre, called ‘man kaksh’, where mental health patients will be able to discuss their ‘mann ki baat’. The centre is the first of its kind in the district. The centre is a part of the National Mental Health programme and will be run in association with the mental health unit here. An estimated 150 million individuals are said to have mental health issues in the country. “Under the National Mental Health programme, a district counselling centre will soon be started at PL Sharma District Hospital where patients with mental illness will be able to share their problems with counsellors. Apart from counsellors from mental health unit, counsellors appointed for other units like AIDS and tuberculosis will also be available here,” said Dr PK Bansal, superintendent-in-chief of the district hospital. The counselling centre will function once a week but the day for it is still to be decided. The mental health unit was set at the district hospital last year. Earlier, a mental health unit was available only at Lala Lajpat Rai Memorial (LLRM) Medical College. “People do not consider disorders like anxiety as a mental disease, which eventually leads to stress, hypertension and blood pressure. Every individual who has a physical disease also goes through a mental disease side by side and it can be treated only by counselling. The district counselling centre will aim at solving problems of local people by listening to the reasons behind their anxiety and apprehensions,” said Vibha Nagar, clinical psychologist, mental health unit, PL Sharma district hospital."
"218","https://timesofindia.indiatimes.com/city/ludhiana/used-syringes-put-90-addicts-at-risk-of-hepatitis-c/articleshow/64862333.cms",2018-07-05,"The 90% of injecting drug users (IDU) are always at high risk of getting infected with Hepatitis C and even have chances of becoming HIV positive. The doctors treating the drug addicts at the Opioid Substitution Therapy (OST) centre at civil hospital claimed that they have been treating IDUs since 2010, and they conduct blood tests of these patients at regular intervals of 6 months for keeping a tab on their diseases. If Hepatitis C is not treated properly, it can convert to liver cancer which can prove fatal. According to available data of tests being conducted at this centre, out of 416 drug addicts, 358 were found suffering from Hepatitis C in the past six months. In this way, around 86% of the addicts were found suffering from this disease. The addicts get treated in three-month course of medicine at this centre. Similarly, they are prone to get infected HIV, that can later on, lead into AIDS. Though the officials refused to give exact data on HIV+ patients, they shared that 10% of the patients are at the risk of carrying this infection because they use ‘used’ syringes. The in-charge at the OST centre Dr S S Dhir said drug addicts basically suffer from a chronic manageable relapsing disorder and in this centre, they are told to keep regular check on their health. He said they conduct the tests after every six months and do a follow-up so that the patients do not suffer from any major health issue. Dr Dhir further elaborated that drug addicts also suffer from malnutrition, sexually-transmitted diseases and seizures. “We have to deal with them sympathetically so that they get treatment,” he said. Notably, the centre is functional since August 2010 under National Aids Control Organisation (NACO), where addicts and their family members get counselling sessions and at the integrated care centre, tests are conducted on the patients. The basic purpose of this centre is to give addicts medicines orally, so that they should stay away from injections because those are more harmful."
"219","https://timesofindia.indiatimes.com/city/delhi/meet-doctors-in-old-delhi-who-treat-poor-free-of-cost/articleshow/64817038.cms",2018-07-01,"NEW From running street clinics to giving free-of-cost treatment to poor and homeless, many doctors in old Delhi's Chandni Chowk area are going beyond their line of duty to serve people. A team of three doctors set up a street clinic near the Baptist Church every morning to tend to the poor before going to their work. ""I come here for two hours in the morning, tend to those with wounds and then go for my job at a charitable dispensary in Karol Bagh,"" said Tahir Hussein, one of the doctors who volunteers everyday. The Walled City is home to many needy, including rickshaw-pullers and rag-pickers, who spend their daily lives on streets and pavements and do not have access to proper medical care. National Doctors Day is marked today across the country to recognise the contributions of physicians to individual lives and communities. In India, it commemorates the legacy of legendary doctor and former West Bengal chief minister Bidhan Chandra Roy, who was born on this day in 1882. The street clinic, run for the last few years in Chandni Chowk, put spotlight on doctors who have been engaging in philanthropic endeavours to provide healthcare and better quality of life to the poor. The facility in old Delhi is not run by any formal organisation or platform and three doctors and an army officer have come together to run this humble collective. The clinic has surgical equipment, medicine and sterilising agents to deal with varying degrees of injuries, besides treating diseases, said Premjit Singh Panesar, a member of the collective. Panesar, an army officer serving in Mathura, said, his father had started the initiative and, in every two weeks, he comes to old Delhi to check on the clinic. ""Since the poor and destitute cannot afford doctors and clinics, we bring the doctors and clinics to them, free of cost. The volunteering doctors attend to all types of cases,"" he told PTI. The Delhi Tuberculosis Association, an NGO, also offers services to people in this part of the capital city by setting up mobile testing units. ""We have vans which carry equipment and we station them in the Chandni Chowk area. Our doctors run tests for people living on footpath, for tuberculosis, diabetes and HIV (AIDS). They also give out nutritional food like eggs, along with medicine to aid the treatment. The medicine is provided by the government, we do tests for free,"" said S M Govil, Secretary General of the Association. The doctors serving with the association are volunteers, most of whom have served in the government sector and are now retired. They receive help from the government in the form of HIV testing kits and tuberculosis medication, he said. India has less than one doctor for every 1,000 population which is less than the World Health Organisation standard, according the information shared by the government in Lok Sabha in July last year. The WHO prescribes a doctor population ratio of 1:1000. Leena Sharma, a homeopathic practitioner in Nangloi, said, she treats patients for free on a daily basis. ""As doctors, it is our moral and ethical responsibility to make wellness as accessible to people as possible. Doctors make a big impact on lives of those who are sick and cannot afford treatment,"" Sharma said. The Jain Bird Hospital in Chandni Chowk treats injured birds, not only free-of-cost, but also ensures they are released back into their habitat post-treatment. ""Many people, who care for birds, bring them with different kinds of injuries to our hospital. We treat them, nurse them and then release them back into their habitats,"" said a veterinarian who works at the hospital. On an average, 50-60 birds are admitted to the hospital daily and it tends to almost an equal number of birds everyday, he said."
"220","https://timesofindia.indiatimes.com/city/kochi/zero-risk-blood-transfusion-not-possible-centre-to-court/articleshow/64785144.cms",2018-06-28,"It is not possible to detect presence of HIV in blood donated by donors infected with the disease within three weeks to two months, central government has informed the Kerala High Court. The submission by central government counsel Premlatha K Nair was in the form of a statement filed on behalf of the secretary of Ministry of Health and Family Welfare. Central government’s statement, relying on instruction from National Blood Transfusion Council (NBTC) assistant director MK Diwaker, said there is a “minimal risk” of infections such as HIV, HBV (Hepatitis B), and HCV (Hepatitis C) despite testing all blood units prior to transfusion due to a window period ranging from few days to few weeks during which such infections cannot be detected by laboratory testing. Use of newer technology for testing, including Nucleic Acid Test (NAT), is recommended by the ministry but it is not mandatory. Scientifically, there cannot be a zero risk blood-transfusion, the statement filed in court said. The best option is to recruit and retain a pool of healthy, voluntary blood donors, the statement noted. Central government was responding to the petition filed by Shiji, father of the nine-year-old girl who was tested positive for HIV after undergoing blood transfusion at Regional Cancer Centre (RCC) at Thiruvananthapuram. Report of the enquiry conducted by Kerala State AIDS Control Society as directed by National AIDS Control Organisation (NACO) of the ministry was also submitted to the court. Blood collection formalities and screening of blood or products were done at RCC as per guidelines issued by NACO and NBTC and the only possibility of HIV infection during blood transfusion is the window period. Another possibility is that the girl may already have been in the window period when she was admitted to RCC, the report said."
"221","https://timesofindia.indiatimes.com/city/chandigarh/national-conference-on-hiv/aids-held/articleshow/62956870.cms",2018-02-17,"Chandigarh State AIDS Control Society organised the National Conference on HIV/AIDS for the seventh consecutive year at the Indian Medical Association auditorium on Friday. The conference was inaugurated by Anurag Aggarwal, secretary, health, Chandigarh administration. NACO representatives Dr Naresh Goel and Dr R S Gupta outlined the targets of achieving 90:90:90 by 2020 and ending AIDS by 2030. The global partner was represented by Dr Nicole Seguy, team leader, communicable disease, WHO India, Dr Savina Ammassari, senior strategic information advisor, UNAIDS and Dr Bitra George. They outlined the policies to end AIDS by 2030."
"222","https://timesofindia.indiatimes.com/city/lucknow/ambulances-to-ferry-hiv-postive-patients/articleshow/62910648.cms",2018-02-14,"BANGARMAU (UNNAO) The health department has roped in 102 and 108 health ambulances for transporting HIV patients from Bangarmau to ART Centre at GSVM medical college, Kanpur. ""We have made arrangements to provide 102 and 108 ambulances to ferry HIV patient to GSVM medical college in Kanpur,"" said chief medical officer (CMO) Unnao Dr SP Chowdhary. ""If required, an attendant will also accompany the patients to avoid any untoward incident,"" the CMOadded. The HIV infected people of Premganj and two other villages had asked the authorities to set up an anti-retroviral therapy (ART) link centre at Bangarmau CHC for treatment as going by their poor health and financial conditions, it was very difficult for them to continue their treatment. The news item regarding the same was carried by the Times of India in its February 11 edition. At present, GSVM medical college is catering to the treatment at its anti-retroviral therapy (ART) Centre. ART is a therapy that improves quality of life of HIV patients with treatment that maximally suppresses the HIV virus."
"223","https://timesofindia.indiatimes.com/city/hubballi/hiv-positive-orphans-marry-in-vijayapura/articleshow/62922004.cms",2018-02-15,"Vijayapura To mark World Marriage Day, a unique marriage was conducred here on Monday in which two HIV-positive orphans were united in wedlock as per the Hindu tradition. Sanjeevini, 24, (name changed), from Vijayapura city, and Sriram (name changed), 32, from Jamakhandi town got married in the presence of deputy commissioner K B Shivamumar and his wife, Christian priests and social workers. Some foreigners too were present at the event. According to Peter Alexander, a social worker who took the lead in arranging this marriage, said, “The girl is HIV-positive due to her mother and the boy contracted the disease. Both are happy to be together in marriage.” Sanjeevini, who has studied up to class 10, was brought up by Peter Alexander ever since she was 10 years old. She said: “ I never thought I’d get married but thanks to Peter, it has actually happened. My relatives always kept away from me, and that was saddening.” Sriram has studied up to PUC and works as a guard wth a security agency in Jamakhandi town. He told TOI: “Due to the social stigma, no one came forward to look after me. Despite the challenges, I completed my education and started working. I attended the Vadhu Vara Samavesh held specially for HIV-affected people at Hassan. I couldn’t find a suitable girl there. When I returned to Vijayapura, I contacted ART centre counsellor Ravi Kittur and sought his help to find a bride.” While she belongs to the Maratha Gondali community, he’s from the Ganiga community. Ravi Kittur said, “This is the 25th marriage of HIV-positive people held under my supervision. Twelve more such youngsters are awaiting their turn.” Federation of Non-Governmental Organizations, T P Alexander, Insaf Organization, Vijayapura Orphanage, Bhruntimath Kanunu Criyatmak Vedike and Rotary Pariwar organized the marrage. Vitthal Upadhye conducted the marriage. District surgeon Dr Mahendra Kapse, advocate Mallikarjun Bhrungimath, social workers N K Managond, T S Pathan, Vijayapura Orphanage superintendent B L Desai and others were also present."
"224","https://timesofindia.indiatimes.com/city/hyderabad/most-people-with-sexually-transmitted-diseases-in-country-are-from-telangana-and-andhra-pradesh/articleshow/64706363.cms",2018-06-23,"Telangana and Andhra Pradesh have reported the highest number of people with sexually-transmitted diseases in the country, according to National Health Profile of India 2018. The report says, in 2016 around 8,056 cases of syphilis, that amount to 35 per cent of total cases, was reported in Telangana alone. In 2017, Andhra Pradesh reported the highest number of syphilis cases: around 5,155. For gonorrhoea, Telangana reported the highest number of cases (19,884) followed by AP in 2016; in 2017 AP recorded highest in the country. Centre has released the report on the health profile of various states on June 19. Health experts disagree with the Centre. Robotic urologist and microsurgical andrologist Dr Kammela Sridhar said, “Promiscuity is high in the two states. Genital hygiene and nonuse of condom and improper use of condom are general factors. Homosexuality has increased. The risk of transmitting STDs and HIV is 16 times more in homosexuals.” Heavy sweating affects genital hygiene: DoctorsAccording to National Health Profile of India 2018, Telangana and AP have reported the highest number of people with sexually-transmitted diseases in India. Robotic urologist and microsurgical andrologist Dr Kammela Sridhar said, “In Telangana and AP obesity is highest in the country. Due to fat in the body, the immune system is less effective. Due to heavy sweating, particularly in AP coast, genital hygiene is affected. Tamil Nadu has worked well to bring down STDs and HIV.” However, dermatologists say figures by Union health ministry should be relooked into and could be defective. Dermatologist Dr George Valsan of Sarada Hospital in Sainikpuri says, “We have been receiving a number of cases of syphilis and gonococcal infections. In 8,000-10,000 patients, I get two or three cases of gonorrhoea a year. Syphilis has also drastically increased. Around 4-5 cases are reported a month. Maybe, more cases are reported in government hospitals. But the figures put out by the Centre should be revisited. HIV infections are there. Almost 65% are fungal infections like candidiasis, and viral infections like herpes simplex have increased.” In January 2018, an Osmania and Gandhi Medical College and ICMR-National AIDS Research Institute, Pune, study found that multi-drug resistant strains of gonorrhoea were seen. At least 20 cases in Secunderabad and 16 in Hyderabad, verified by researchers, were found. A total of 98% isolates of gonorrhoea were resistant to ciprofloxacin, 52% to penicillin, 56% tetracycline and 5% azithromycin. AP also recorded highest number of acute respiratory infection deaths and cases after UP. In 2017, due to acute respiratory infections, 324 people died in AP and 26 in Telangana."
"225","https://timesofindia.indiatimes.com/city/kanpur/25-with-hiv-at-kanpur-art-centre/articleshow/62849442.cms",2018-02-09,"Among the 58 people of Unnao district who had been found infe cted with HIV, 25 so far have c ontacted doctors at the anti-retro viral therapy (ART) centre in Kanpur. They have been counselled by the doctors and are currently on medication. Doctors at the centre after doing the registration have also taken the case study of all these patients. Blood samples of all these had been sent for CD4 count test. Dr Chaman Vanwani of ART Centre said, apart from medical care, patient infected with HIV needed moral support too. ""We have done counselling of all people who had come from Unnao. They have been put on anti-retroviral therapy"", he added. Talking about the growing number of cases of HIV with infected syringes, Dr Vanwani said, people of rural pockets are most vulnerable of getting infected. ""Earlier also, while discussing history of patients, we had found people getting infected with HIV by a quack. But we haven't come across such a big number of people getting infected with HIV in a single case,"" he added. ""Threat from quacks has always been overlooked. It should be urgently addressed. The number of people contracting the virus due to infected syringes has increased manifolds, especially in rural areas,"" he added further. Situated at IDH (Infectious Disease Hospital) - an associated hospital of Lala Lajpat Rai (LLR) hospital - it's an ART plus centre (higher centre where patients are referred from other districts). It covers patien ts from Kanpur Dehat, Unna o, Farukhabad, Kannauj, Fathepur and Hamirpur."
"226","https://timesofindia.indiatimes.com/city/ahmedabad/state-takes-a-leaf-from-udta-punjab-for-de-addiction-ideas/articleshow/64705026.cms",2018-06-23,"While the menace of drugs is worrying sections of society in Gujarat, as its discreet tentacles spread among the youth, state-based experts decided to turn to Punjab, a state with a high rate of the population undergoing rehabilitation, to understand how intervention can be planned and what strategies can be employed to counter the drug menace. A workshop was organized by the United Nations Office on Drugs and Crime (UNODC) and Gujarat State AIDS Control Society (GSACS) in Ahmedabad from June 18 to 22 as part of Unified Budget, Results and Accountability Framework (UBRAF) project where experts included psychiatrists from AIIMS and Punjab’s AIDS Control Society. Dr Rajesh Gopal, joint director of GSACS, said that the idea was to strengthen state-based intervention centres — two located in Surat and one in Ahmedabad — with special focus on opioid substitution treatment (OST). “A team from Gujarat had recently visited rehabilitation and intervention centres in Punjab. They shared their learning with the participants. One of the major thrust areas is community outreach and timely help,” he said. The team that visited Punjab said that the first lesson is acceptance of the issue and readiness to change the situation. The majority of addicts are in the working age group and there is overwhelming number of men addicted to natural and synthetic drugs. Experts also pointed out that instead of taking patients completely off drugs, they devise a programme that gradually decreases the dosage. Madhu Sharma, national programme officer for India, UNODC, said that they have involved all stakeholders in the fight against drugs. “The training will not only enable intervention centres to improve techniques but will also reach social workers, NGOs and families. Psychiatrists, de-addiction specialists and those implementing national and local intervention programmes participated,” she said."
"227","https://timesofindia.indiatimes.com/city/hyderabad/recurring-pain-can-be-first-sign-of-sickle-cell-disease/articleshow/64642816.cms",2018-06-19,"Advising patients to watch out for periodic episodes of pain, called ‘crises’, doctors say these are a major symptom of sickle cell anaemia. Other warning signs include fatigue, fever and unexplained swelling, they said while speaking on the occasion of World Sickle Cell Day. Doctors say sickle cell anaemia, caused by a mutation in the haemoglobin-Beta gene, can bring with it a host of consequences from strokes and organ damage to vision problems and eventual blindness. Awareness needs to be created about the disease to bring down morbidity rates associated with it in the city, say doctors. “A fatal stroke can occur if sickle cells block blood flow to an area of your brain. Sickle cell anaemia can also cause life-threatening complications like acute chest syndrome, pulmonary hypertension, organ damage, leg ulcers and gallstones. Sickle cells can also block the tiny blood vessel that are connected to one’s eyes. Over time, this can damage the retina and lead to blindness,” warned Dr Sonali Ashok Sadawarte, consultant haemato-oncologist and bone marrow transplant physician at KIMS Hospitals in Secunderabad. Doctors also point out how patients suffering from sickle cell anaemia often require recurring blood transfusions, making them at risk of contracting diseases such as HIV, Hepatitis B and C and Malaria, from unscreened blood. “There is an urgent need to create awareness on the disease and the prevention measures given that the only cure is bone marrow transplantation, in cases where the patient has managed to find a matching donor. Hence tests like carrier screening, new born screening and pre-natal diagnosis, which help in early diagnosis and prevention, should be made accessible. It is also very important to provide genetic counselling to patients before even offering them any advice to enable them to understand the disease, implications and management,” said Dr Rahul Agarwal, consultant, internal medicine at MaxCure Hospitals in Madhapur."
"228","https://timesofindia.indiatimes.com/city/bhubaneswar/hiv-tb-intervention-programme-in-odisha-prisons-launched/articleshow/64114399.cms",2018-05-10,"The state government on Wednesday launched a programme to test and treat prisoners with HIV, tuberculosis (TB). It will create awareness among them about the disease. The project will cover all the central jails, selected sub-jails/district jails and other closed settings like rehabilitation centres in the state. Health department sources said people living in prisons and other closed settings like Swadhar, Ujjawala and state-run homes are at an increased risk of HIV infection because they lack access to preventive and care services, making these settings a high-risk environment for HIV transmission. The National AIDS control organization (NACO), under its national AIDS control programme, categorized prisoners as one of the ‘special groups’. Section 31 of the HIV/AIDS (prevention and control) Act, 2017, stated that every person in the care and custody of the state shall have right to get HIV prevention, testing, treatment and counselling services. Besides this, NACO is also expanding the services to women living in other closed settings such as Swadhar, Ujjawala and state-run homes. Saathii, a non-profit organization, will implement this project with an objective to improve access and quality of HIV prevention, care and treatment services for people living in prisons and other closed settings. About the activities of the programme, health department sources said HIV testing and counselling services will be provided through mobile Integrated Counselling and Testing Centres (ICTC) and health camps in the prisons and other closed settings. This project will facilitate provision of HIV treatment, including antiretroviral therapy (ART), care and support to people living with HIV by establishing link with ART centres. It will also work for creating facilities for prevention, diagnosis and treatment of tuberculosis (TB). “This programme will create awareness among the prisoners and people living with other closed settings,” said Pramod Kumar Meherda, state health secretary."
"229","https://timesofindia.indiatimes.com/city/kolkata/house-hunt-end-signals-start-of-an-hiv-dream/articleshow/64627679.cms",2018-06-18,"Cafe Positive, a dream of 10 HIV-positive teenagers, has finally found an address. The 12ft-by-10ft garage at Jodhpur Park was finalised after a six-month search for space in some of south Kolkata’s posh localities yielded a straightaway “no” from house-owners when they learnt about who will manage and run the shop. TimesViewThis is a real sunshine story. Congratulations are in order for the property owners who have risen above such evidently widespread — but completely unfounded — prejudice. We hope the rest of the city learns from this; these kids deserve all our support in their struggle.At 524 Jodhpur Park, a senior official of a leading national ayurvedic firm and an honorary member of Rotary Club of Calcutta has offered his garage space to the teenagers from where they plan to start the café in July. “I was initially a bit hesitant to offer my garage space as it is much smaller than what they were looking for. But after learning that they had failed to manage any space in over six months, I told them to start their business from here. This can be the beginning from where they can spread their wings. I am happy to be a part of this noble initiative,” said Indrajyoti Dasgupta. Dasgupta, who has moved his car out of the garage for the café, is yet to find an alternate parking space. TOI had reported on March 5 how six boys and four girls, who have undergone training in baking, sandwich-making and coffee and mocktail preparations, aspired to start their own coffee shop at some location in south Kolkata but were turned down by house-owners. “We faced strange reasons from people for refusing space to these kids. While some said their family members were not ready, others said people in the neighbourhood wouldn’t allow them to run a business with HIV-positive patients. But we are thankful to have finally found space. It is a much smaller space than what we were looking for, but at least the kids can start from here,” said Kallol Ghosh, founder of Anandaghar, a shelter for abandoned HIV/AIDS-infected children at Narendrapur. Cafe to start from July 14N GO Anandaghar will give the initial funds and later hand over the management of the café to the 10 youths, who would be running it. The café is scheduled to start from July 14, coinciding with Rath Yatra. “We will begin with an assortment of hot and cold coffees, mocktails and mojitos, and at least four types of cakes, veg and non-veg sandwiches and cookies. For now, we will bank more on takeaway service till we get a bigger place with a larger seating capacity,” said Susanta Pal (name changed), one of the 10 youths. “It has been a long wait. At one time, we thought we would never get space for our shop after being rejected by several house-owners. But now that we have finally managed one, I am happy and looking forward to a better future. We will be able to wipe off the taboos associated with the disease we suffer from with day-to-day interaction with our customers,” said Sathi Biswas (name changed), another member. In Video:Photo: House-hunt end signals start of an HIV+ dream"
"230","https://timesofindia.indiatimes.com/city/nagpur/quota-to-be-sought-for-sickle-cell-patients/articleshow/64654899.cms",2018-06-20,"The problems people suffering from sickle cell disease face will be taken up with the government in right earnest and efforts made to get it recognized so that various facilities could be made available to them, said Dr Uday Bodhankar, president of Commonwealth Association for Health and Disability, on Tuesday. Besides seeking official recognition to the sickle cell disease on the lines of polio and acquired immune deficiency syndrome (AIDS), the issue of giving these patients reservation in education and jobs will be pursued with the government, Dr Bodhankar said. He was speaking at a programme organized by Sickle Cell Society of India at Mor Bhavan, Sitabuldi. The event was held to mark World Sickle Cell Day and create awareness about the disease. In his address, Dr Ganju said the sickle cell disease should be eradicated as early as possible as over 50 lakh sufferers are leading a painful life in India. The disease is transferred from parents to child. If both are carriers of these genes, the child becomes a victim of this life-threatening disease. Constant hydration, avoiding exhaustion and improving supply of oxygen to body are therefore important for such patients, he added. Sickle cell disease is a genetic disorder wherein red blood cells of the patient morph and take the shape of a sickle. These misshapen cells then have trouble freely moving around the blood stream and often clot and get stuck, causing extreme pain to the patient which can lead to life-threatening condition. This disease has no cure as of today, and the only relief from it is medicines and painkillers. Jaya, wife of Padma Shri recipient Sampat Ramteke, who founded the society, said her husband championed the cause of sickle cell patients after their son was diagnosed with the disease and worked hard for government to recognize this as a serious disease like polio and AIDS. She has been continuing her husband’s mission even after his death. (Reporting by Ritika Gupta)"
"231","https://timesofindia.indiatimes.com/city/hyderabad/more-horror-hubs-rehab-home-inmates-cry-torture/articleshow/64627110.cms",2018-06-18,"If the state of affairs at the government-run mental hospital in Hyderabad came as a shocker, the city’s illegal rehabilitation and de-addiction centres might be an even scarier prospect for many. These centres are becoming hubs for physical and mental torture. Inmates allege that they are beaten up and tortured by the staff. They say they are crammed in dark and dingy rooms and go through a traumatic time. With no proper scanner, the addiction treatment industry has become fairly unregulated with little oversight into the daily practices that take place at the illegal facilities, activists said. Sharing his ordeal, K Anand, an inmate from Kukatpally, said, “The inmates are treated worse than criminals at these illegal rehabilitation centres. I was not even allowed to talk to my family. I once slit my wrist thinking that this act of mine would prompt them to let me speak to my relatives. I sometimes felt it would have been better had they put me in a jail instead of a deaddiction centre.” Anand who is now waging a campaign against de-addiction centres says how most of them do not even have a qualified psychiatrist to treat addicts and they get away because of lack of effective monitoring mechanisms. Anand further explained how the inmates are beaten up with pipes, stuffed along with others into small rooms, made to clean an entire floor with a toothbrush or made to sit facing a wall without food and water for an entire day. “There are several cases where the inmates, unable to bear the torture, commit suicide,” Anand said. Another victim of such extreme torture was G Venkateshwar Rao. He was locked up in a de-addiction centre, refused food and denied even a call to his mother. He says he felt like a dead man for about eight years. For him, the battle was just not against the alleged torture in the six or seven de-addiction centres where he was shunted about, but also against an HIV infection and devastating tuberculosis blight. R Rajendra Prasad, father of a former addict, says, “Those admitted to these centres already have a problem. Why should we hurt them further? My son and many others were locked in dark rooms for days together, beaten, abused, and were kept away from their families.” He added that some of the centres have a licence for 15 or 30 beds, but they admit over 100 people. Dr Uma Shankar, superintendent, Institute of Mental Health, said, “Earlier, we had no permission from the government to inspect these places. It is still difficult to stop unauthorised de-addiction centres because even if their license was cancelled, they start a new centre with a new name in a different place”."
