item1,item2,correlation
cancer,increased,0.0018188132513963509
adding,addicts,0.0018188132513963509
unit,addicts,0.0018188132513963509
joint,addicts,0.0018188132513963509
banks,addicts,0.0018188132513963509
thursday,addicts,0.0018188132513963509
increased,addicts,0.0018188132513963509
aware,addicts,0.0018188132513963509
recent,addicts,0.0018188132513963509
laboratory,families,0.0018188132513963509
act,families,0.0018188132513963509
goa,families,0.0018188132513963509
act,issues,0.0018188132513963509
cancer,issues,0.0018188132513963509
laboratory,aware,0.0018188132513963509
mental,aware,0.0018188132513963509
addicts,aware,0.0018188132513963509
karnataka,aware,0.0018188132513963509
negative,karnataka,0.0018188132513963509
banks,karnataka,0.0018188132513963509
admitted,karnataka,0.0018188132513963509
aware,karnataka,0.0018188132513963509
recent,karnataka,0.0018188132513963509
civil,gay,0.0018188132513963509
decided,gay,0.0018188132513963509
wife,gay,0.0018188132513963509
born,goa,0.0018188132513963509
decided,goa,0.0018188132513963509
admitted,goa,0.0018188132513963509
thursday,goa,0.0018188132513963509
families,goa,0.0018188132513963509
laboratory,recent,0.0018188132513963509
madurai,recent,0.0018188132513963509
donors,recent,0.0018188132513963509
addicts,recent,0.0018188132513963509
karnataka,recent,0.0018188132513963509
cancer,recent,0.0018188132513963509
negative,cancer,0.0018188132513963509
civil,cancer,0.0018188132513963509
decided,cancer,0.0018188132513963509
admitted,cancer,0.0018188132513963509
thursday,cancer,0.0018188132513963509
increased,cancer,0.0018188132513963509
issues,cancer,0.0018188132513963509
recent,cancer,0.0018188132513963509
wednesday,testing,0.001782442638943921
20,testing,0.001782442638943921
wednesday,drug,0.001782442638943921
ensure,drug,0.001782442638943921
month,15,0.001782442638943921
2017,start,0.001782442638943921
start,2017,0.001782442638943921
testing,wednesday,0.001782442638943921
drug,wednesday,0.001782442638943921
home,wednesday,0.001782442638943921
wednesday,home,0.001782442638943921
2016,home,0.001782442638943921
20,home,0.001782442638943921
drug,ensure,0.001782442638943921
home,2016,0.001782442638943921
month,2016,0.001782442638943921
15,month,0.001782442638943921
2016,month,0.001782442638943921
singh,month,0.001782442638943921
month,singh,0.001782442638943921
testing,20,0.001782442638943921
home,20,0.001782442638943921
held,people,0.0017585511927729438
people,held,0.0017585511927729438
lead,1,0.0017553469008230336
team,1,0.0017553469008230336
it’s,1,0.0017553469008230336
diagnosed,1,0.0017553469008230336
november,related,0.0017553469008230336
team,related,0.0017553469008230336
it’s,related,0.0017553469008230336
issued,related,0.0017553469008230336
foundation,related,0.0017553469008230336
diagnosed,related,0.0017553469008230336
1,lead,0.0017553469008230336
death,lead,0.0017553469008230336
school,lead,0.0017553469008230336
team,18,0.0017553469008230336
incident,18,0.0017553469008230336
issued,18,0.0017553469008230336
foundation,18,0.0017553469008230336
released,18,0.0017553469008230336
related,november,0.0017553469008230336
death,november,0.0017553469008230336
school,november,0.0017553469008230336
lead,death,0.0017553469008230336
november,death,0.0017553469008230336
foundation,death,0.0017553469008230336
1,team,0.0017553469008230336
related,team,0.0017553469008230336
18,team,0.0017553469008230336
youth,team,0.0017553469008230336
lead,school,0.0017553469008230336
november,school,0.0017553469008230336
visited,school,0.0017553469008230336
released,school,0.0017553469008230336
1,it’s,0.0017553469008230336
related,it’s,0.0017553469008230336
suicide,it’s,0.0017553469008230336
school,visited,0.0017553469008230336
18,incident,0.0017553469008230336
youth,incident,0.0017553469008230336
it’s,suicide,0.0017553469008230336
foundation,suicide,0.0017553469008230336
related,issued,0.0017553469008230336
18,issued,0.0017553469008230336
youth,issued,0.0017553469008230336
related,foundation,0.0017553469008230336
18,foundation,0.0017553469008230336
death,foundation,0.0017553469008230336
suicide,foundation,0.0017553469008230336
youth,foundation,0.0017553469008230336
team,youth,0.0017553469008230336
incident,youth,0.0017553469008230336
issued,youth,0.0017553469008230336
foundation,youth,0.0017553469008230336
1,diagnosed,0.0017553469008230336
related,diagnosed,0.0017553469008230336
18,released,0.0017553469008230336
school,released,0.0017553469008230336
90,family,0.0017507551212812948
million,family,0.0017507551212812948
377,family,0.0017507551212812948
family,90,0.0017507551212812948
family,million,0.0017507551212812948
family,377,0.0017507551212812948
conducted,time,0.0016729988681162624
don’t,time,0.0016729988681162624
conducted,added,0.0016729988681162624
tuberculosis,added,0.0016729988681162624
2018,added,0.0016729988681162624
time,conducted,0.0016729988681162624
added,conducted,0.0016729988681162624
added,tuberculosis,0.0016729988681162624
added,2018,0.0016729988681162624
time,don’t,0.0016729988681162624
total,community,0.0016522967997695426
reported,community,0.0016522967997695426
law,months,0.0016522967997695426
total,months,0.0016522967997695426
education,months,0.0016522967997695426
months,law,0.0016522967997695426
community,total,0.0016522967997695426
months,total,0.0016522967997695426
community,reported,0.0016522967997695426
months,education,0.0016522967997695426
bank,city,0.0016471313217007225
city,bank,0.0016471313217007225
city,government,0.0016417550574900582
government,city,0.0016417550574900582
section,health,0.0015349451830593908
health,section,0.0015349451830593908
visited,time,0.0015128915067958626
incident,time,0.0015128915067958626
major,time,0.0015128915067958626
incident,added,0.0015128915067958626
diagnosed,added,0.0015128915067958626
time,visited,0.0015128915067958626
time,incident,0.0015128915067958626
added,incident,0.0015128915067958626
added,diagnosed,0.0015128915067958626
time,major,0.0015128915067958626
organisation,tested,0.001480478588762406
organisation,infected,0.001480478588762406
human,infected,0.001480478588762406
organisation,blood,0.001480478588762406
tested,organisation,0.001480478588762406
infected,organisation,0.001480478588762406
blood,organisation,0.001480478588762406
infected,human,0.001480478588762406
found,human,0.001480478588762406
human,found,0.001480478588762406
leading,control,0.001474745067296199
control,leading,0.001474745067296199
medicines,officials,0.0014722894833042572
rs,project,0.0014722894833042572
project,rs,0.0014722894833042572
officials,medicines,0.0014722894833042572
centres,spread,0.0013632482874393246
country,infection,0.0013632482874393246
30,child,0.0013632482874393246
child,30,0.0013632482874393246
centres,30,0.0013632482874393246
spread,centres,0.0013632482874393246
30,centres,0.0013632482874393246
chief,centres,0.0013632482874393246
centres,chief,0.0013632482874393246
infection,country,0.0013632482874393246
377,private,0.0013490474231745194
million,police,0.0013490474231745194
377,programme,0.0013490474231745194
police,million,0.0013490474231745194
private,377,0.0013490474231745194
programme,377,0.0013490474231745194
married,time,0.001340699409729967
special,time,0.001340699409729967
administration,time,0.001340699409729967
viral,added,0.001340699409729967
event,added,0.001340699409729967
special,added,0.001340699409729967
added,viral,0.001340699409729967
time,married,0.001340699409729967
added,event,0.001340699409729967
time,special,0.001340699409729967
added,special,0.001340699409729967
time,administration,0.001340699409729967
december,due,0.001328386774904561
welfare,due,0.001328386774904561
minister,due,0.001328386774904561
staff,due,0.001328386774904561
due,december,0.001328386774904561
indian,social,0.001328386774904561
due,welfare,0.001328386774904561
due,minister,0.001328386774904561
due,staff,0.001328386774904561
indian,officer,0.001328386774904561
social,indian,0.001328386774904561
officer,indian,0.001328386774904561
tb,community,0.0013274583189194593
donation,prevention,0.0013274583189194593
road,prevention,0.0013274583189194593
counsellor,months,0.0013274583189194593
community,tb,0.0013274583189194593
prevention,donation,0.0013274583189194593
prevention,road,0.0013274583189194593
months,counsellor,0.0013274583189194593
law,facilities,0.0013136284039680127
reported,facilities,0.0013136284039680127
refused,central,0.0013136284039680127
reported,earlier,0.0013136284039680127
section,earlier,0.0013136284039680127
facilities,law,0.0013136284039680127
12,law,0.0013136284039680127
refused,law,0.0013136284039680127
identified,law,0.0013136284039680127
identified,total,0.0013136284039680127
facilities,reported,0.0013136284039680127
earlier,reported,0.0013136284039680127
secretary,reported,0.0013136284039680127
law,12,0.0013136284039680127
reported,secretary,0.0013136284039680127
education,secretary,0.0013136284039680127
secretary,education,0.0013136284039680127
set,education,0.0013136284039680127
section,provide,0.0013136284039680127
central,refused,0.0013136284039680127
law,refused,0.0013136284039680127
earlier,section,0.0013136284039680127
provide,section,0.0013136284039680127
law,identified,0.0013136284039680127
total,identified,0.0013136284039680127
education,set,0.0013136284039680127
college,registered,0.001290515971097804
affected,died,0.001290515971097804
registered,college,0.001290515971097804
died,affected,0.001290515971097804
college,government,0.0012863037053619953
government,college,0.0012863037053619953
saturday,children,0.0012810405767417787
children,saturday,0.0012810405767417787
30,treatment,0.0012643043435604294
treatment,30,0.0012643043435604294
started,organisation,0.0012302021582004964
report,human,0.0012302021582004964
human,report,0.0012302021582004964
started,court,0.0012302021582004964
organisation,started,0.0012302021582004964
court,started,0.0012302021582004964
bill,1,0.0012131956278080697
addiction,1,0.0012131956278080697
supreme,1,0.0012131956278080697
space,1,0.0012131956278080697
bench,1,0.0012131956278080697
syringes,1,0.0012131956278080697
1,bill,0.0012131956278080697
school,bill,0.0012131956278080697
supreme,related,0.0012131956278080697
bench,related,0.0012131956278080697
space,18,0.0012131956278080697
bench,death,0.0012131956278080697
syringes,death,0.0012131956278080697
bill,school,0.0012131956278080697
addiction,school,0.0012131956278080697
syringes,suicide,0.0012131956278080697
supreme,youth,0.0012131956278080697
bench,youth,0.0012131956278080697
1,addiction,0.0012131956278080697
school,addiction,0.0012131956278080697
1,supreme,0.0012131956278080697
related,supreme,0.0012131956278080697
youth,supreme,0.0012131956278080697
1,space,0.0012131956278080697
18,space,0.0012131956278080697
1,bench,0.0012131956278080697
related,bench,0.0012131956278080697
death,bench,0.0012131956278080697
youth,bench,0.0012131956278080697
1,syringes,0.0012131956278080697
death,syringes,0.0012131956278080697
suicide,syringes,0.0012131956278080697
patients,1,0.0011605106729946101
1,patients,0.0011605106729946101
school,patients,0.0011605106729946101
patients,school,0.0011605106729946101
added,laboratory,0.0011505720225124473
laboratory,added,0.0011505720225124473
gay,added,0.0011505720225124473
added,gay,0.0011505720225124473
registered,mother,0.0010961249232686852
rs,mother,0.0010961249232686852
mother,registered,0.0010961249232686852
house,registered,0.0010961249232686852
parents,registered,0.0010961249232686852
immediately,registered,0.0010961249232686852
bank,experts,0.0010961249232686852
affected,experts,0.0010961249232686852
bank,anti,0.0010961249232686852
mother,rs,0.0010961249232686852
ngo,rs,0.0010961249232686852
immediately,rs,0.0010961249232686852
experts,bank,0.0010961249232686852
anti,bank,0.0010961249232686852
don’t,bank,0.0010961249232686852
medicines,conducted,0.0010961249232686852
medicines,prevalence,0.0010961249232686852
conducted,medicines,0.0010961249232686852
prevalence,medicines,0.0010961249232686852
rs,ngo,0.0010961249232686852
affected,past,0.0010961249232686852
registered,house,0.0010961249232686852
affected,house,0.0010961249232686852
registered,parents,0.0010961249232686852
affected,parents,0.0010961249232686852
affected,2018,0.0010961249232686852
experts,affected,0.0010961249232686852
past,affected,0.0010961249232686852
house,affected,0.0010961249232686852
parents,affected,0.0010961249232686852
2018,affected,0.0010961249232686852
don’t,affected,0.0010961249232686852
bank,don’t,0.0010961249232686852
affected,don’t,0.0010961249232686852
registered,immediately,0.0010961249232686852
rs,immediately,0.0010961249232686852
family,testing,0.0010156409532014186
testing,family,0.0010156409532014186
started,india,9.715860921831296e-4
india,started,9.715860921831296e-4
senior,organisation,9.668223322225863e-4
taking,organisation,9.668223322225863e-4
organisation,senior,9.668223322225863e-4
human,senior,9.668223322225863e-4
court,senior,9.668223322225863e-4
issue,senior,9.668223322225863e-4
senior,human,9.668223322225863e-4
issue,age,9.668223322225863e-4
senior,court,9.668223322225863e-4
organisation,taking,9.668223322225863e-4
senior,issue,9.668223322225863e-4
age,issue,9.668223322225863e-4
medical,director,9.42059757576797e-4
director,medical,9.42059757576797e-4
transgender,time,9.310873957113637e-4
time,transgender,9.310873957113637e-4
leading,infection,9.254332384871911e-4
stated,infection,9.254332384871911e-4
july,child,9.254332384871911e-4
head,child,9.254332384871911e-4
infection,leading,9.254332384871911e-4
centres,leading,9.254332384871911e-4
child,july,9.254332384871911e-4
marriage,toi,9.254332384871911e-4
child,head,9.254332384871911e-4
toi,marriage,9.254332384871911e-4
leading,centres,9.254332384871911e-4
stated,centres,9.254332384871911e-4
infection,stated,9.254332384871911e-4
centres,stated,9.254332384871911e-4
mothers,community,9.240688007919427e-4
villagers,community,9.240688007919427e-4
community,mothers,9.240688007919427e-4
cell,months,9.240688007919427e-4
months,cell,9.240688007919427e-4
community,villagers,9.240688007919427e-4
million,law,9.056763591889932e-4
million,education,9.056763591889932e-4
90,section,9.056763591889932e-4
section,90,9.056763591889932e-4
law,million,9.056763591889932e-4
education,million,9.056763591889932e-4
bank,activist,8.784070722482435e-4
registered,change,8.784070722482435e-4
medicines,change,8.784070722482435e-4
registered,week,8.784070722482435e-4
change,registered,8.784070722482435e-4
week,registered,8.784070722482435e-4
married,registered,8.784070722482435e-4
affected,discrimination,8.784070722482435e-4
daily,rs,8.784070722482435e-4
married,rs,8.784070722482435e-4
event,rs,8.784070722482435e-4
common,rs,8.784070722482435e-4
activist,bank,8.784070722482435e-4
change,medicines,8.784070722482435e-4
efforts,medicines,8.784070722482435e-4
married,medicines,8.784070722482435e-4
administration,medicines,8.784070722482435e-4
rs,daily,8.784070722482435e-4
affected,daily,8.784070722482435e-4
medicines,efforts,8.784070722482435e-4
registered,married,8.784070722482435e-4
rs,married,8.784070722482435e-4
medicines,married,8.784070722482435e-4
affected,married,8.784070722482435e-4
rs,event,8.784070722482435e-4
affected,event,8.784070722482435e-4
discrimination,affected,8.784070722482435e-4
daily,affected,8.784070722482435e-4
married,affected,8.784070722482435e-4
event,affected,8.784070722482435e-4
changed,affected,8.784070722482435e-4
administration,affected,8.784070722482435e-4
affected,changed,8.784070722482435e-4
medicines,administration,8.784070722482435e-4
affected,administration,8.784070722482435e-4
rs,common,8.784070722482435e-4
viral,government,8.755399368579115e-4
son,government,8.755399368579115e-4
changed,government,8.755399368579115e-4
government,viral,8.755399368579115e-4
government,son,8.755399368579115e-4
government,changed,8.755399368579115e-4
head,treatment,8.582657127648334e-4
treatment,head,8.582657127648334e-4
nadu,national,7.954767336480894e-4
national,nadu,7.954767336480894e-4
including,college,7.724848016268824e-4
college,including,7.724848016268824e-4
blood,sex,7.036236698565508e-4
found,sex,7.036236698565508e-4
risk,infected,7.036236698565508e-4
sex,blood,7.036236698565508e-4
therapy,blood,7.036236698565508e-4
infected,risk,7.036236698565508e-4
found,lakh,7.036236698565508e-4
blood,therapy,7.036236698565508e-4
found,therapy,7.036236698565508e-4
sex,found,7.036236698565508e-4
lakh,found,7.036236698565508e-4
therapy,found,7.036236698565508e-4
programme,women,6.965977657192368e-4
women,programme,6.965977657192368e-4
period,organisation,6.598188247683791e-4
punjab,organisation,6.598188247683791e-4
sunday,human,6.598188247683791e-4
pradesh,human,6.598188247683791e-4
organisation,period,6.598188247683791e-4
issue,transfused,6.598188247683791e-4
human,sunday,6.598188247683791e-4
court,sunday,6.598188247683791e-4
sunday,court,6.598188247683791e-4
organisation,punjab,6.598188247683791e-4
issue,punjab,6.598188247683791e-4
transfused,issue,6.598188247683791e-4
punjab,issue,6.598188247683791e-4
human,pradesh,6.598188247683791e-4
alexander,time,6.526280732050936e-4
liver,time,6.526280732050936e-4
trafficking,added,6.526280732050936e-4
added,trafficking,6.526280732050936e-4
time,alexander,6.526280732050936e-4
time,liver,6.526280732050936e-4
de,registered,6.10035140866356e-4
board,registered,6.10035140866356e-4
de,rs,6.10035140866356e-4
board,bank,6.10035140866356e-4
registered,de,6.10035140866356e-4
rs,de,6.10035140866356e-4
registered,board,6.10035140866356e-4
bank,board,6.10035140866356e-4
secretary,life,5.980031865767373e-4
held,life,5.980031865767373e-4
life,secretary,5.980031865767373e-4
life,held,5.980031865767373e-4
officials,risk,5.440872768581527e-4
risk,officials,5.440872768581527e-4
lakh,officials,5.440872768581527e-4
therapy,officials,5.440872768581527e-4
based,officials,5.440872768581527e-4
officials,lakh,5.440872768581527e-4
project,lakh,5.440872768581527e-4
lakh,project,5.440872768581527e-4
therapy,project,5.440872768581527e-4
based,project,5.440872768581527e-4
officials,therapy,5.440872768581527e-4
project,therapy,5.440872768581527e-4
officials,based,5.440872768581527e-4
project,based,5.440872768581527e-4
officer,art,5.114335872357591e-4
art,officer,5.114335872357591e-4
jail,women,3.7571689427206293e-4
road,women,3.7571689427206293e-4
women,jail,3.7571689427206293e-4
women,road,3.7571689427206293e-4
foundation,status,3.663089676262864e-4
based,mumbai,3.663089676262864e-4
issued,sex,3.663089676262864e-4
foundation,sex,3.663089676262864e-4
diagnosed,sex,3.663089676262864e-4
november,risk,3.663089676262864e-4
foundation,risk,3.663089676262864e-4
lead,lakh,3.663089676262864e-4
november,lakh,3.663089676262864e-4
incident,lakh,3.663089676262864e-4
foundation,lakh,3.663089676262864e-4
major,lakh,3.663089676262864e-4
lakh,lead,3.663089676262864e-4
risk,november,3.663089676262864e-4
lakh,november,3.663089676262864e-4
support,november,3.663089676262864e-4
support,team,3.663089676262864e-4
based,team,3.663089676262864e-4
incident,therapy,3.663089676262864e-4
issued,therapy,3.663089676262864e-4
november,support,3.663089676262864e-4
team,support,3.663089676262864e-4
issued,support,3.663089676262864e-4
foundation,support,3.663089676262864e-4
major,support,3.663089676262864e-4
mumbai,based,3.663089676262864e-4
team,based,3.663089676262864e-4
issued,based,3.663089676262864e-4
lakh,incident,3.663089676262864e-4
therapy,incident,3.663089676262864e-4
sex,issued,3.663089676262864e-4
therapy,issued,3.663089676262864e-4
support,issued,3.663089676262864e-4
based,issued,3.663089676262864e-4
status,foundation,3.663089676262864e-4
sex,foundation,3.663089676262864e-4
risk,foundation,3.663089676262864e-4
lakh,foundation,3.663089676262864e-4
support,foundation,3.663089676262864e-4
sex,diagnosed,3.663089676262864e-4
lakh,major,3.663089676262864e-4
support,major,3.663089676262864e-4
condition,start,3.643126256220936e-4
start,condition,3.643126256220936e-4
wednesday,condition,3.643126256220936e-4
condition,wednesday,3.643126256220936e-4
recently,hospitals,3.643126256220936e-4
ensure,run,3.643126256220936e-4
20,run,3.643126256220936e-4
ensure,husband,3.643126256220936e-4
recently,husband,3.643126256220936e-4
run,ensure,3.643126256220936e-4
husband,ensure,3.643126256220936e-4
run,20,3.643126256220936e-4
hospitals,recently,3.643126256220936e-4
husband,recently,3.643126256220936e-4
school,aids,2.4560427581887963e-4
youth,aids,2.4560427581887963e-4
school,health,2.4560427581887963e-4
aids,school,2.4560427581887963e-4
health,school,2.4560427581887963e-4
aids,youth,2.4560427581887963e-4
died,medical,2.1647618168051637e-4
sexual,medical,2.1647618168051637e-4
medical,died,2.1647618168051637e-4
medical,sexual,2.1647618168051637e-4
officials,day,2.0718761703995045e-4
day,officials,2.0718761703995045e-4
department,positive,8.412645119809439e-5
positive,department,8.412645119809439e-5
told,patients,7.676274117710643e-17
patients,told,7.676274117710643e-17
diseases,district,4.816823780254968e-17
district,diseases,4.816823780254968e-17
public,infected,4.664941601352359e-17
infected,public,4.664941601352359e-17
found,public,4.664941601352359e-17
public,found,4.664941601352359e-17
taking,test,3.046426846653617e-17
test,taking,3.046426846653617e-17
reported,district,2.817130882773138e-17
section,district,2.817130882773138e-17
district,reported,2.817130882773138e-17
district,section,2.817130882773138e-17
antiretroviral,district,2.6539406435475e-17
police,public,2.6539406435475e-17
public,police,2.6539406435475e-17
district,antiretroviral,2.6539406435475e-17
city,test,2.5222572219577123e-17
city,public,2.5222572219577123e-17
test,city,2.5222572219577123e-17
public,city,2.5222572219577123e-17
act,dr,1.825195409314665e-17
madurai,dr,1.825195409314665e-17
laboratory,district,1.825195409314665e-17
act,district,1.825195409314665e-17
mental,district,1.825195409314665e-17
karnataka,district,1.825195409314665e-17
district,laboratory,1.825195409314665e-17
dr,act,1.825195409314665e-17
district,act,1.825195409314665e-17
dr,madurai,1.825195409314665e-17
district,mental,1.825195409314665e-17
district,karnataka,1.825195409314665e-17
test,official,1.67849944170063e-17
official,test,1.67849944170063e-17
parents,test,1.67849944170063e-17
conducted,public,1.67849944170063e-17
friday,public,1.67849944170063e-17
past,public,1.67849944170063e-17
public,conducted,1.67849944170063e-17
public,friday,1.67849944170063e-17
public,past,1.67849944170063e-17
test,parents,1.67849944170063e-17
lake,dr,1.2735131497718753e-17
dr,lake,1.2735131497718753e-17
mental,test,1.1543549336635291e-17
public,laboratory,1.1543549336635291e-17
laboratory,public,1.1543549336635291e-17
mental,public,1.1543549336635291e-17
donors,public,1.1543549336635291e-17
addicts,public,1.1543549336635291e-17
karnataka,public,1.1543549336635291e-17
cancer,public,1.1543549336635291e-17
test,mental,1.1543549336635291e-17
public,mental,1.1543549336635291e-17
public,donors,1.1543549336635291e-17
public,addicts,1.1543549336635291e-17
public,karnataka,1.1543549336635291e-17
public,cancer,1.1543549336635291e-17
milk,dr,8.946432084326664e-18
milk,district,8.946432084326664e-18
dr,milk,8.946432084326664e-18
district,milk,8.946432084326664e-18
lake,public,8.054404366908538e-18
public,lake,8.054404366908538e-18
free,hiv,0
body,hiv,0
drugs,hiv,0
crore,hiv,0
maharashtra,virus,0
doctor,virus,0
donated,virus,0
5,virus,0
screening,virus,0
mp,virus,0
shelter,virus,0
public,detected,0
told,detected,0
tamil,detected,0
workers,detected,0
called,detected,0
inmates,detected,0
dr,community,0
community,dr,0
public,dr,0
5,dr,0
complaint,dr,0
crore,dr,0
haryana,dr,0
welfare,district,0
body,district,0
screening,district,0
complaint,district,0
village,transfusion,0
minister,transfusion,0
network,transfusion,0
mp,transfusion,0
haryana,transfusion,0
sharma,transmission,0
increase,transmission,0
virus,maharashtra,0
test,maharashtra,0
tamil,maharashtra,0
sharma,maharashtra,0
rehabilitation,maharashtra,0
maharashtra,test,0
authorities,test,0
drugs,test,0
5,test,0
network,test,0
complaint,test,0
25,test,0
hepatitis,december,0
hiv,free,0
told,free,0
public,tests,0
committee,tests,0
chandigarh,tests,0
inmates,tests,0
detected,public,0
dr,public,0
tests,public,0
screening,public,0
25,public,0
virus,doctor,0
suffering,doctor,0
rehabilitation,doctor,0
district,welfare,0
workers,welfare,0
doctor,suffering,0
report,suffering,0
drugs,suffering,0
network,suffering,0
staff,suffering,0
suffering,report,0
called,report,0
committee,rights,0
rehabilitation,rights,0
transfusion,village,0
tamil,village,0
virus,donated,0
committee,donated,0
detected,told,0
free,told,0
body,told,0
minister,told,0
screening,told,0
test,authorities,0
called,authorities,0
hepatitis,authorities,0
hiv,body,0
district,body,0
told,body,0
tamil,body,0
committee,body,0
patient,body,0
chandigarh,body,0
increase,body,0
inmates,body,0
hepatitis,body,0
hiv,drugs,0
test,drugs,0
suffering,drugs,0
committee,drugs,0
chandigarh,drugs,0
rehabilitation,drugs,0
inmates,drugs,0
patient,days,0
rehabilitation,days,0
virus,5,0
dr,5,0
test,5,0
tamil,5,0
committee,5,0
workers,5,0
patient,5,0
increase,5,0
hepatitis,5,0
hepatitis,started,0
transfusion,minister,0
told,minister,0
workers,minister,0
transfusion,network,0
test,network,0
suffering,network,0
tamil,network,0
patient,network,0
rehabilitation,network,0
increase,network,0
inmates,network,0
detected,tamil,0
maharashtra,tamil,0
village,tamil,0
body,tamil,0
5,tamil,0
network,tamil,0
crore,tamil,0
haryana,tamil,0
virus,screening,0
district,screening,0
public,screening,0
told,screening,0
patient,screening,0
chandigarh,screening,0
called,screening,0
inmates,screening,0
tests,committee,0
rights,committee,0
donated,committee,0
body,committee,0
drugs,committee,0
5,committee,0
complaint,committee,0
detected,workers,0
welfare,workers,0
5,workers,0
minister,workers,0
staff,workers,0
25,workers,0
indian,workers,0
crore,workers,0
shelter,workers,0
increase,action,0
body,patient,0
days,patient,0
5,patient,0
network,patient,0
screening,patient,0
indian,patient,0
shelter,patient,0
dr,complaint,0
district,complaint,0
test,complaint,0
committee,complaint,0
sharma,complaint,0
increase,complaint,0
suffering,staff,0
workers,staff,0
test,25,0
public,25,0
workers,25,0
sharma,25,0
called,25,0
workers,indian,0
patient,indian,0
transmission,sharma,0
maharashtra,sharma,0
complaint,sharma,0
25,sharma,0
tests,chandigarh,0
body,chandigarh,0
drugs,chandigarh,0
screening,chandigarh,0
maharashtra,rehabilitation,0
doctor,rehabilitation,0
rights,rehabilitation,0
drugs,rehabilitation,0
days,rehabilitation,0
network,rehabilitation,0
transmission,increase,0
body,increase,0
5,increase,0
network,increase,0
action,increase,0
complaint,increase,0
hiv,crore,0
dr,crore,0
tamil,crore,0
workers,crore,0
detected,called,0
report,called,0
authorities,called,0
screening,called,0
25,called,0
mp,called,0
shelter,called,0
detected,inmates,0
tests,inmates,0
body,inmates,0
drugs,inmates,0
network,inmates,0
screening,inmates,0
december,hepatitis,0
authorities,hepatitis,0
body,hepatitis,0
5,hepatitis,0
started,hepatitis,0
virus,mp,0
transfusion,mp,0
called,mp,0
dr,haryana,0
transfusion,haryana,0
tamil,haryana,0
virus,shelter,0
workers,shelter,0
patient,shelter,0
called,shelter,0
infections,population,-1.8326097569515578e-4
counselling,population,-1.8326097569515578e-4
adding,testing,-1.8326097569515578e-4
decided,testing,-1.8326097569515578e-4
joint,testing,-1.8326097569515578e-4
admitted,testing,-1.8326097569515578e-4
recent,testing,-1.8326097569515578e-4
population,infections,-1.8326097569515578e-4
unit,infections,-1.8326097569515578e-4
decided,infections,-1.8326097569515578e-4
admitted,infections,-1.8326097569515578e-4
aware,infections,-1.8326097569515578e-4
3,drug,-1.8326097569515578e-4
unit,drug,-1.8326097569515578e-4
admitted,drug,-1.8326097569515578e-4
money,drug,-1.8326097569515578e-4
families,drug,-1.8326097569515578e-4
testing,adding,-1.8326097569515578e-4
2017,adding,-1.8326097569515578e-4
month,adding,-1.8326097569515578e-4
saturday,adding,-1.8326097569515578e-4
adding,2017,-1.8326097569515578e-4
money,2017,-1.8326097569515578e-4
issues,2017,-1.8326097569515578e-4
drug,3,-1.8326097569515578e-4
infections,unit,-1.8326097569515578e-4
drug,unit,-1.8326097569515578e-4
thursday,home,-1.8326097569515578e-4
money,home,-1.8326097569515578e-4
aware,home,-1.8326097569515578e-4
population,counselling,-1.8326097569515578e-4
aware,counselling,-1.8326097569515578e-4
testing,decided,-1.8326097569515578e-4
infections,decided,-1.8326097569515578e-4
testing,joint,-1.8326097569515578e-4
adding,month,-1.8326097569515578e-4
admitted,month,-1.8326097569515578e-4
recent,month,-1.8326097569515578e-4
testing,admitted,-1.8326097569515578e-4
infections,admitted,-1.8326097569515578e-4
drug,admitted,-1.8326097569515578e-4
month,admitted,-1.8326097569515578e-4
home,thursday,-1.8326097569515578e-4
adding,saturday,-1.8326097569515578e-4
drug,money,-1.8326097569515578e-4
2017,money,-1.8326097569515578e-4
home,money,-1.8326097569515578e-4
drug,families,-1.8326097569515578e-4
2017,issues,-1.8326097569515578e-4
infections,aware,-1.8326097569515578e-4
home,aware,-1.8326097569515578e-4
counselling,aware,-1.8326097569515578e-4
testing,recent,-1.8326097569515578e-4
month,recent,-1.8326097569515578e-4
national,human,-2.3729720855042509e-4
human,national,-2.3729720855042509e-4
issue,national,-2.3729720855042509e-4
national,issue,-2.3729720855042509e-4
centres,officials,-2.5522813803003974e-4
officials,centres,-2.5522813803003974e-4
person,drug,-2.714414624897296e-4
persons,drug,-2.714414624897296e-4
awareness,drug,-2.714414624897296e-4
drug,person,-2.714414624897296e-4
month,person,-2.714414624897296e-4
persons,counselling,-2.714414624897296e-4
person,month,-2.714414624897296e-4
persons,month,-2.714414624897296e-4
drug,persons,-2.714414624897296e-4
counselling,persons,-2.714414624897296e-4
month,persons,-2.714414624897296e-4
awareness,saturday,-2.714414624897296e-4
drug,awareness,-2.714414624897296e-4
saturday,awareness,-2.714414624897296e-4
diagnosed,control,-2.7382896884043127e-4
control,diagnosed,-2.7382896884043127e-4
india,testing,-3.498349688585429e-4
testing,india,-3.498349688585429e-4
died,facilities,-3.642504113598765e-4
sexual,facilities,-3.642504113598765e-4
died,data,-3.642504113598765e-4
safe,ago,-3.642504113598765e-4
provide,ago,-3.642504113598765e-4
ago,safe,-3.642504113598765e-4
college,safe,-3.642504113598765e-4
provided,safe,-3.642504113598765e-4
sexual,earlier,-3.642504113598765e-4
facilities,died,-3.642504113598765e-4
data,died,-3.642504113598765e-4
